exercise_name,stable_key,image_asset_name,mapping_confidence,needs_review,reason
셔틀런,ex_a4040be3,exercise_images/stable_key/ex_a4040be3.png,HIGH,0,user_approved_stable_key_asset
앙클링,ex_a412dd45,exercise_images/stable_key/ex_a412dd45.png,HIGH,0,user_approved_stable_key_asset
콘 드릴,ex_a4350c0f,exercise_images/stable_key/ex_a4350c0f.png,HIGH,0,user_approved_stable_key_asset
플랭크,ex_a44ae2ca,exercise_images/stable_key/ex_a44ae2ca.png,HIGH,0,user_approved_stable_key_asset
원암 리어델트 케이블 플라이,ex_a60496be,exercise_images/stable_key/ex_a60496be.png,HIGH,0,user_approved_stable_key_asset
코사크 스쿼트,ex_a611010d,exercise_images/stable_key/ex_a611010d.png,HIGH,0,user_approved_stable_key_asset
인클라인 덤벨 프레스,ex_a61f1e96,exercise_images/stable_key/ex_a61f1e96.png,HIGH,0,user_approved_stable_key_asset
인클라인 덤벨 플라이,ex_a61f307a,exercise_images/stable_key/ex_a61f307a.png,HIGH,0,user_approved_stable_key_asset
시티드 원암 케이블 로우,ex_a76f20b6,exercise_images/stable_key/ex_a76f20b6.png,HIGH,0,user_approved_stable_key_asset
코펜하겐 플랭크,ex_a8385c4a,exercise_images/stable_key/ex_a8385c4a.png,HIGH,0,user_approved_stable_key_asset
마운틴 클라이머,ex_a9b52886,exercise_images/stable_key/ex_a9b52886.png,HIGH,0,user_approved_stable_key_asset
오버헤드 트라이셉스 익스텐션,ex_a9e8859c,exercise_images/stable_key/ex_a9e8859c.png,HIGH,0,user_approved_stable_key_asset
레그 프레스,ex_ab468462,exercise_images/stable_key/ex_ab468462.png,HIGH,0,user_approved_stable_key_asset
실내 자전거,ex_ab918e2b,exercise_images/stable_key/ex_ab918e2b.png,HIGH,0,user_approved_stable_key_asset
고블릿 스쿼트,ex_ac7df636,exercise_images/stable_key/ex_ac7df636.png,HIGH,0,user_approved_stable_key_asset
러닝 풋살,ex_aca9d312,exercise_images/stable_key/ex_aca9d312.png,HIGH,0,user_approved_stable_key_asset
배드민턴,ex_ae9ecdbc,exercise_images/stable_key/ex_ae9ecdbc.png,HIGH,0,user_approved_stable_key_asset
원암 케이블 래터럴 레이즈,ex_b076570e,exercise_images/stable_key/ex_b076570e.png,HIGH,0,user_approved_stable_key_asset
행잉 레그 레이즈,ex_b3f447be,exercise_images/stable_key/ex_b3f447be.png,HIGH,0,user_approved_stable_key_asset
래터럴 런지,ex_b4b198de,exercise_images/stable_key/ex_b4b198de.png,HIGH,0,user_approved_stable_key_asset
스탠딩 레그 컬,ex_b59bed7d,exercise_images/stable_key/ex_b59bed7d.png,HIGH,0,user_approved_stable_key_asset
크로스바디 해머 컬,ex_b69ab702,exercise_images/stable_key/ex_b69ab702.png,HIGH,0,user_approved_stable_key_asset
케이블 래터럴 레이즈,ex_b76d3f92,exercise_images/stable_key/ex_b76d3f92.png,HIGH,0,user_approved_stable_key_asset
레그 익스텐션,ex_b78a8f95,exercise_images/stable_key/ex_b78a8f95.png,HIGH,0,user_approved_stable_key_asset
배드민턴 레슨,ex_badminton_lesson,exercise_images/stable_key/ex_badminton_lesson.png,HIGH,0,user_approved_stable_key_asset
등받이 없는 덤벨 시티드 숄더프레스,ex_bb4b4276,exercise_images/stable_key/ex_bb4b4276.png,HIGH,0,user_approved_stable_key_asset
6방향 랜덤 콕줍기,ex_bc84eb7f,exercise_images/stable_key/ex_bc84eb7f.png,HIGH,0,user_approved_stable_key_asset
스탠딩 카프 레이즈,ex_bd072cd,exercise_images/stable_key/ex_bd072cd.png,HIGH,0,user_approved_stable_key_asset
로프 해머 컬,ex_c1a81cb2,exercise_images/stable_key/ex_c1a81cb2.png,HIGH,0,user_approved_stable_key_asset
안세영 참고 고강도 랠리 풋워크,ex_c1bf2aa8,exercise_images/stable_key/ex_c1bf2aa8.png,HIGH,0,user_approved_stable_key_asset
원암 스트레이트암 풀다운,ex_c365e5e2,exercise_images/stable_key/ex_c365e5e2.png,HIGH,0,user_approved_stable_key_asset
스캡 푸시업,ex_c4535de3,exercise_images/stable_key/ex_c4535de3.png,HIGH,0,user_approved_stable_key_asset
스킵 바운드,ex_c4ea0a2a,exercise_images/stable_key/ex_c4ea0a2a.png,HIGH,0,user_approved_stable_key_asset
